lineage,CRYAA,CRYAB,DNAJA1,DNAJA2,DNAJA3,DNAJA4,DNAJB1,DNAJB11,DNAJB12,DNAJB13,DNAJB14,DNAJB2,DNAJB4,DNAJB5,DNAJB6,DNAJB7,DNAJB8,DNAJB9,DNAJC1,DNAJC10,DNAJC11,DNAJC12,DNAJC13,DNAJC14,DNAJC15,DNAJC16,DNAJC17,DNAJC18,DNAJC19,DNAJC2,DNAJC21,DNAJC22,DNAJC24,DNAJC25,DNAJC27,DNAJC28,DNAJC3,DNAJC30,DNAJC4,DNAJC5,DNAJC5B,DNAJC6,DNAJC7,DNAJC8,DNAJC9,GAK,HSCB,HSP90AA1,HSP90AB1,HSP90B1,HSPA12A,HSPA12B,HSPA13,HSPA14,HSPA1A,HSPA1B,HSPA1L,HSPA2,HSPA4,HSPA4L,HSPA5,HSPA6,HSPA8,HSPA9,HSPB1,HSPB11,HSPB2,HSPB3,HSPB6,HSPB7,HSPB8,HSPB9,HSPD1,HSPE1,HSPH1,HYOU1,ODF1,SACS,SEC63,TRAP1
Brain Cancer,0.069971252,0.06934383,-0.25749141,0.051242236,-0.747153182,0.032258162,-0.268254259,-0.120088344,-0.186731071,0.007727828,0.122188995,0.07772055,-0.002906223,0.156397995,-0.354022542,0.045365554,-0.102959494,0.055725356,0.065608781,0.02277872,-1.072863164,-0.055191449,-0.787116553,0.0186462,-0.030598894,-0.04442564,-1.197801591,0.184113266,-0.111489546,-0.12296578,-0.13125339,-0.042091918,-0.011523391,-0.050407144,0.102455894,0.02743874,0.12456837,-0.211228488,0.001504492,-0.010490158,-0.001959747,-0.055322156,-0.068165138,-0.380041784,-1.15693983,-0.346432235,-0.611823486,-0.071610527,-0.251979004,-0.250510661,0.065778678,0.001317684,-0.110866327,-0.310695446,-0.20533696,-0.058923866,-0.06092644,0.029186016,-0.133479334,0.092550974,-0.913698924,-0.131100672,-0.707245937,-1.387428982,0.121800777,0.020784654,0.057826342,0.008203308,-0.064417383,-0.21851804,-0.12422154,-0.333041748,-0.980716343,-1.50593791,-0.127801199,-0.8586212,-0.22342965,-0.233021561,-0.432382081,-0.095377858
Head and Neck Cancer,-0.02899026,0.091618732,-0.261333234,0.013222418,-0.735589362,0.140076357,-0.274709084,-0.290955191,-0.207733604,-0.527444288,-0.011104254,0.243016609,0.025360495,-0.00188432,-0.59152681,-0.158321962,0.010445016,0.188943929,0.074241227,-0.078164379,-0.426024034,0.074691624,-0.281138314,-0.089525951,0.073996526,-0.106250167,-1.293836941,0.03488069,-0.007803665,-0.47790446,-0.791487404,-0.166043379,-0.033298361,0.021610176,0.119006222,-0.030466466,0.116034242,-0.149137564,-0.04700492,0.021233462,-0.189682601,0.108678479,0.068178488,-0.567145623,-0.63295354,-0.322091759,-0.672701658,-0.106285108,-0.077031115,-0.315941636,0.034776502,0.048640445,-0.451561632,-0.737914626,-0.052685685,-0.241748548,-0.037324042,0.419488329,-0.04274319,0.227266049,-0.932389641,0.043415498,-0.046754239,-0.989151632,0.034310501,0.028680976,-0.183706791,0.022357061,0.085179079,-0.092133019,-0.074548133,0.007508166,-0.983351492,-1.585332691,-0.042043115,-0.939999869,-0.117985401,-0.074593576,-0.57296855,-0.114550704
Myeloma,0.123508158,-0.08359512,-0.636537561,-0.089726781,-0.635077859,-0.003426997,-0.411166611,-0.376882735,-0.342464451,0.044349916,0.085104546,-0.008872905,0.028333951,0.265040912,-0.503357958,0.015414669,-0.124984737,-0.565984994,-0.29134024,-0.05440202,-0.263529736,-0.163416281,-0.235690642,-0.087268814,-0.007171887,-0.106916453,-1.6586664,0.101960619,-0.209452028,0.007588291,-0.062522031,-0.146226173,-0.058134133,0.168183291,0.191341794,0.016307133,-0.134645455,-0.278396665,-0.086629264,0.12634031,-0.156440131,-0.196391651,-0.264743027,-0.62942695,-2.323586331,-0.220544343,-0.475796913,-0.234923318,-0.723416359,-0.762641594,0.183725859,-0.165123619,-0.221810084,-0.359306507,-0.136431914,-0.475759112,-0.073261411,0.325219545,-0.209683456,-0.15518622,-1.633424889,-0.358589503,-0.517059099,-1.117350352,0.07555664,-0.012587439,-0.153827979,-0.073834461,0.079852055,-0.237230577,0.140377419,-0.164697016,-0.908207179,-2.458789407,-0.027094798,-0.892432374,-0.142785574,-0.099844363,-0.87233678,-0.029306866
Gastric Cancer,0.049641212,0.066507363,-0.734620094,-0.187468325,-0.907213269,0.112739958,-0.452699496,-0.032503091,-0.206142611,-0.14740675,0.10806446,-0.244307871,0.168458438,0.048326814,-0.508720367,0.155513331,0.052709755,0.100487019,-0.151723819,-0.403587683,-0.523657906,-0.077554792,-0.422139828,-0.107271803,-0.066394694,-0.344456524,-1.085081306,0.103360304,-0.037975102,0.013017113,0.262851332,-0.300299998,-0.104394706,0.142637958,0.065852661,0.192029448,-0.599953792,-0.165640735,-0.030299253,-0.3259382,-0.209411477,-0.27494221,0.051301189,-0.599303267,-0.937499711,-0.159535797,-0.317552039,-0.166130135,-0.555273898,-0.728361516,0.251661938,0.326431733,-0.401223033,-0.310122996,-0.345807273,-0.734785422,-0.258061326,0.322428349,-0.003878794,0.186246675,-0.884879477,-0.447116174,-0.464360351,-1.169249445,0.045622518,0.070742316,-0.192136549,0.040838356,-0.241045525,-0.042865962,0.11754405,-0.1778764,-0.791868274,-1.477895827,-0.090532749,-1.165551564,-0.243288913,-0.139139205,-0.690509463,0.081880371
Skin Cancer,0.287092594,-0.108009886,-0.543097169,0.105720387,-0.424437196,0.127007345,-0.2695893,-0.24206803,-0.16002715,-0.161160472,0.255180966,0.037156637,0.140302403,-0.064088284,-0.459551784,0.018105743,-0.14497941,0.206131637,0.105284309,-0.08617382,-0.819319381,0.341733422,-0.779313463,-0.190474856,0.134829804,-0.106650272,-1.34697114,0.23860905,-0.13470222,-0.162058606,0.206994999,-0.133225771,-0.015764222,0.155236056,0.229738925,0.207941751,0.010992351,-0.059211141,-0.042228277,0.019160327,-0.031018112,-0.247589908,0.024123366,-0.444091286,-0.472516829,-0.201238872,-0.485744325,-0.225732711,-0.512136131,-0.524263783,0.148263679,0.200240098,0.089334182,-0.453970306,-0.230607361,-0.211130347,-0.039409943,0.2748839,0.044245369,0.172461164,-1.305600094,-0.226979304,-0.200632706,-0.968524945,0.004722638,0.059516572,-0.170917696,0.073786076,-0.022806939,-0.283974465,0.054630829,-0.071781266,-0.993355478,-1.928944781,-0.104382439,-1.499092134,-0.165014982,-0.052230266,-0.675905866,0.082625444
Lung Cancer,0.041708955,0.157445436,-0.344828969,-0.067397728,-0.641197179,0.107869629,-0.213324534,-0.105670225,-0.272197086,-0.082014979,0.125666752,0.042437107,0.15511916,0.132675304,-0.373272015,0.040544515,-0.009849837,0.041431429,0.143529367,-0.015995873,-0.538826238,-0.011498761,-0.123983678,0.007692244,0.022716005,-0.215654705,-1.243467832,0.107872319,-0.062039862,-0.03373266,-0.289042455,-0.218952097,0.027233898,0.059796564,0.095700391,0.082217,0.143012249,0.044374009,0.06627281,-0.040257511,-0.245978188,-0.054465432,-0.079412775,-0.732604575,-1.210947118,-0.597181477,-0.55769222,-0.039766373,-0.290055503,-0.504820194,0.127970308,-0.003537558,0.016379456,-0.243488957,-0.139838294,-0.159878833,-0.217936271,0.068065485,0.179313139,0.070896945,-0.970775906,0.173159391,-0.01603261,-1.244422104,0.118251172,-0.094729422,0.104639199,-0.214431767,0.051358235,-0.167646379,0.048933691,-0.137600373,-0.874847238,-1.494855426,-0.037037822,-1.045813236,0.008133866,-0.157513963,-0.141203056,-0.153154156
Lung Cancer,0.039123139,-0.03214842,-0.440780666,0.167790741,-0.706340124,0.094605046,-0.124177168,-0.420937807,-0.319988783,-0.12428796,0.141179778,0.108780414,0.04546059,-0.045993687,-0.452846278,-0.024086009,-0.270964846,0.048706189,0.152293102,0.069003075,-0.271727027,0.116006285,-0.173156444,-0.045193431,0.02440678,-0.223421783,-1.024053582,0.272634979,0.124709765,0.037498687,0.153837461,-0.074586828,-0.019826814,0.197488,0.219714756,0.10671595,0.186326312,-0.252942915,0.165558483,0.130911167,-0.027518526,-0.153384921,-0.221829898,-0.634103908,-0.626633525,-0.194982516,-0.25140549,-0.092323119,-0.3772389,-0.322623981,-0.036792181,-0.034692564,0.136211339,0.039434662,-0.188432814,-0.193606115,-0.266977363,0.092593074,0.073509975,0.117219826,-0.957822172,0.052903755,-0.062030852,-1.370819477,0.080237286,0.166445868,-0.138144828,0.077274179,-0.113540836,-0.162395386,0.122212155,-0.210153941,-0.649630987,-1.307927442,-0.130306605,-0.67296723,-0.199410232,0.022816004,-0.476314053,0.077512849
Breast Cancer,0.203425802,0.080884712,-0.303034129,0.054997772,-0.772717765,0.105282342,-0.474017708,-0.00497264,-0.170289318,-0.106254241,0.16212658,0.111343997,0.048195839,0.03301177,0.045411633,0.050569545,-0.107985444,0.076942445,0.137244718,0.09675769,-0.670603315,0.096255947,-0.271197732,0.042254638,0.022686411,-0.140414449,-1.198042641,0.037002195,-0.172416525,-0.179266266,-0.220473744,-0.265949776,-0.20153786,0.002373936,0.253582739,0.110135481,0.205297561,-0.105015755,0.16808675,0.069484406,-0.051655939,0.090372682,-0.128215979,-0.809609286,-1.083777897,-0.554278942,-0.856169822,-0.157779063,-0.143765235,-0.625176156,0.217504924,0.1371568,-0.404568863,-0.437213525,-0.174218761,-0.067808089,-0.048764125,0.158145619,0.360596788,0.191747225,-0.790256377,0.167434427,-0.213135386,-1.228942198,0.141621792,0.089886878,-0.157952354,0.011779294,0.072923969,-0.087676869,-0.091586234,-0.095536945,-0.938458311,-1.347045137,0.098730253,-0.997335692,-0.261332236,0.014501381,-0.676113307,-0.016791374
Lung Cancer,0.22541739,0.051163372,-0.504065764,-0.056271188,-0.715645956,0.175997986,-0.409452447,-0.370883575,-0.291844948,-0.117399248,0.081384599,0.222027244,-0.07907464,0.11326819,-0.262543792,0.057021729,0.0518943,-0.136442809,0.0014932,-0.256665077,-0.853651533,-0.098576373,-0.331369389,0.043222172,0.057524801,-0.198146264,-1.388919237,-0.036374139,-0.517804352,-0.321969184,0.225021168,-0.06032505,-0.132771844,0.147990639,0.121045554,0.089622296,-0.1784932,-0.297872587,0.029327292,-0.108496836,-0.267151849,-0.1706898,0.098118126,-0.780094955,-1.288278006,-0.313315391,-0.532069855,-0.209952623,-0.276704123,-0.559624769,0.04792624,0.164898572,-0.566545925,-0.729028967,-0.170862463,-0.21106533,-0.115413303,0.238580289,0.026139251,0.016699272,-0.872043171,-0.091878354,-0.693618847,-1.343690841,-0.001329756,-0.173428225,-0.116526263,0.101565345,-0.067989106,-0.021359413,0.137476702,-0.183926856,-1.146385421,-1.525940013,-0.304617602,-1.032015349,-0.187703894,-0.028187139,-0.793634514,-0.064787811
Leukemia,-0.156439779,0.006771738,-0.352690959,-0.147375633,-0.730424058,-0.053071938,-0.232432062,-0.548817757,-0.360027117,-0.198232009,0.202792335,0.052806068,-0.018391518,0.115858549,-0.310304769,-0.103391736,-0.064038134,0.07228893,-0.050603461,-0.022473269,-0.877501821,-0.007745883,-0.190490152,-0.059449224,-0.018457063,-0.161741173,-1.174466628,0.037591618,-0.086804343,-0.243062868,-0.118067974,-0.150771179,-0.103976174,-0.003962432,0.168171803,0.007300518,-0.410131861,-0.272741295,0.175324557,-0.121640887,-0.036736166,-0.036317687,0.010208222,-0.604137837,-1.370297503,-0.473433473,-0.858104111,-0.192287346,-0.262062802,-0.147348136,0.105023104,-0.084866896,-0.350842495,-0.668570098,-0.326901077,-0.25409949,-0.162814738,0.157841982,0.02400689,0.003958028,-1.035476673,0.016249537,-0.847797234,-1.217059271,0.125132567,-0.076669522,0.038285351,0.076835861,-0.046625332,-0.134080954,0.008201399,-0.045721822,-0.909806369,-1.363277296,-0.078433991,-1.103627785,-0.112232868,-0.04465984,-0.867224659,-0.035566228
Head and Neck Cancer,0.124265342,0.112673584,-0.546752571,-0.205164744,-0.815550192,-0.043115355,-0.105253183,-0.455179589,-0.297603126,0.028166225,0.08590771,0.054551422,-0.020133401,0.083355667,-0.731080402,-0.007678156,-0.043612652,0.057864136,-0.076499474,-0.108813806,-0.876339809,0.036984178,-0.288298788,0.041128472,0.066777584,-0.160644639,-1.115452689,0.122407658,-0.153176756,-0.283935377,-0.191132679,-0.050831481,0.021486725,-0.007295064,0.156912273,0.004163095,-0.068542779,-0.17402378,0.087693414,-0.199054895,-0.109915687,0.02063319,-0.067748852,-0.635984732,-1.052380575,-0.327056364,-0.699053827,-0.119921793,-0.104332589,-0.263796986,0.158454602,0.070413313,-0.577864946,-0.59878196,-0.462120828,-0.255447012,-0.123087629,0.206065012,0.036840568,0.038937518,-0.895925769,0.149744459,-0.305349308,-0.947938448,-0.028062259,-0.009862802,0.002064844,-0.030101289,-0.125262465,-0.000634711,-0.103964698,-0.197028772,-0.711882305,-1.608346101,0.01538609,-1.133397242,-0.252863951,-0.064454668,-0.92780135,-0.045791608
Lymphoma,-0.038877593,0.118083831,-0.47949513,-0.126291354,-0.599986302,0.177516383,-0.59671299,-0.181392747,-0.422745332,-0.050754448,-0.007791848,-0.01916863,0.093265641,0.047854078,-0.319832967,-0.104091174,-0.033021721,-0.18313526,0.063967811,-0.044439821,-0.607018081,-0.132519308,-0.17539553,0.055109211,0.17516254,0.001747744,-1.193476801,0.137014697,-0.288500444,-0.190646235,-0.204805979,-0.135231307,-0.058919076,-0.148097946,0.189409075,0.033818839,0.05275475,-0.159358823,0.039967629,0.075316509,-0.134104205,-0.106564353,-0.032649371,-0.64319589,-1.298448737,-0.692196206,-0.553466348,-0.200660325,-0.290500809,-0.234759612,0.055282116,0.007304548,-0.176872517,-0.359517391,-0.333344708,-0.181629411,-0.240992081,-0.011488248,-0.140542839,-0.033816158,-0.831906677,-0.318518426,-0.290384011,-1.112781871,0.103258006,0.122807827,0.00875805,0.060987974,-0.012699212,-0.087758987,0.041256599,-0.160949941,-0.795543167,-1.390498464,-0.074728679,-0.877897255,-0.001964468,-0.042476098,-0.589741055,-0.058300381
Brain Cancer,0.06183969,0.05558324,-0.581296698,-0.205289999,-0.818684764,-0.009264369,-0.534178648,-0.164371653,-0.328119624,-0.196197604,0.178185864,0.000596798,0.17515732,-0.045995543,-0.597763413,0.081478757,-0.059095098,0.108889047,-0.015589509,-0.115836102,-0.733625891,-0.13610908,-0.122833608,-0.175841886,0.09185984,-0.264495504,-1.254478868,0.208429671,-0.038342727,-0.337715359,-0.459365206,-0.15956322,0.045928833,-0.042270206,0.350540478,0.047785331,-0.00412334,-0.510515907,-0.042543584,-0.188858525,-0.027845787,0.07314789,-0.344607128,-0.74547515,-1.598345411,-0.519527599,-0.563737804,-0.138723922,-0.24706289,-0.268806057,-0.071543279,-0.074758761,-0.154129075,-1.158421917,-0.325028344,-0.248266722,-0.130793,0.08197896,-0.239937992,0.096483333,-1.147793668,-0.179796345,-0.568120465,-1.023574797,0.187110103,0.054586958,-0.055396073,0.032359123,-0.401468022,-0.153293456,0.122117606,-0.220280261,-1.105210031,-1.453961845,-0.177959614,-1.290072828,-0.283359368,0.031348138,-0.69455083,-0.107132433
Esophageal Cancer,0.085288277,-0.036240111,-0.349210949,-5.57E-05,-0.515169466,-0.034395153,-0.26500015,-0.159814137,-0.158174631,-0.061340262,0.116433507,0.050691066,0.074493257,-0.013967225,-0.553871061,-0.066676696,-0.045706782,-0.013741912,0.136959429,-0.02846747,-0.88975515,-0.013149543,-0.024264282,0.024645211,0.070321674,-0.007614073,-1.334463218,0.283730836,-0.267390819,-0.214553601,0.049924144,-0.298323988,0.073548215,0.256838931,0.115677102,0.077381908,0.125441629,-0.357494304,0.05388642,-0.157567006,-0.091497658,-0.119867897,-0.076304031,-0.662078704,-0.824297354,-0.266414261,-0.82756899,-0.201853603,-0.340236532,-0.58740641,0.015574086,0.052567575,0.068515617,-0.7209824,-0.244555536,-0.109941743,-0.176649607,0.142214118,0.217266991,0.015396526,-0.931112698,0.156732308,-0.034790129,-1.249438938,0.159951843,0.101492269,-0.125134487,0.050379804,0.061355417,-0.228653447,0.081310359,-0.089447116,-0.730346197,-1.373316728,0.068351192,-1.022731423,-0.196278154,0.029735721,-0.591079152,0.103119649
Head and Neck Cancer,0.049280697,0.174433317,-0.287900025,-0.011202563,-0.494690092,0.140671977,-0.166398489,-0.199718934,-0.254794266,-0.063462366,0.183481049,0.102552071,-0.096181881,0.143687104,-0.246667241,-0.145227908,-0.19364508,-0.020873755,-0.047315031,-0.071542739,-0.133896443,0.068841991,-0.393417056,-0.056689606,-0.029390318,-0.031636665,-1.655300178,0.124686395,0.09930362,0.13920908,0.070338104,0.116775465,0.002293254,0.140499816,0.350162548,0.124884312,0.299419222,-0.3191146,-0.247958238,-0.030481452,-0.046533093,0.026651994,0.125350984,-0.515603803,-1.062462565,-0.093551379,-0.225052911,-0.176315168,-0.310931862,-0.282064064,0.143627927,0.009951602,-0.087163714,-0.223168363,-0.302509895,-0.234147081,0.069494875,0.217231687,0.033729318,-0.028595791,-1.713508705,-0.212253438,0.127923729,-1.258481249,0.063639328,-0.057346592,-0.107205276,0.094125129,0.102267889,-0.369881921,0.005722398,-0.195659105,-1.008482568,-2.415656358,0.135398815,-1.295812488,-0.35511577,0.146859121,-0.619276913,0.053735391
Lung Cancer,0.07157025,0.027929157,-0.162561704,0.20569626,-0.854716057,-0.091904515,-0.326002315,-0.170332538,-0.236124338,-0.077596493,0.098406181,0.087753015,0.015470874,-0.018849192,-0.566540348,-0.007865494,-0.069133944,0.028809489,0.18176967,-0.047283097,-0.886265076,0.068991169,-0.097760113,0.012404406,-0.146979892,-0.045079594,-1.336029953,0.018580459,-0.046991445,-0.375857207,0.17595605,-0.095753064,-0.295928499,0.049370099,0.041602647,0.121938276,0.091655277,-0.06058036,0.038709943,0.013060197,-0.139252927,0.008354661,0.002993647,-0.681622892,-0.715972158,-0.687999939,-0.764063879,-0.120218984,-0.259547717,-0.526938579,0.09521115,0.020054704,0.09640431,-0.785557314,-0.150708948,-0.197540913,-0.228441803,0.006245464,-0.351273246,-0.038310934,-1.082208648,0.090296394,-0.205502632,-1.317436233,0.169729185,-0.048763794,-0.045048984,0.075822047,0.110436925,-0.135467543,0.027243554,-0.039129136,-0.98991874,-1.833574985,0.04110215,-1.210455809,-0.158366221,0.028373326,-0.5334618,-0.005725236
Leukemia,0.075274815,-0.07568376,-0.424145139,0.110617909,-0.921962591,-0.058244526,-0.156056944,-0.619334145,-0.298249352,-0.059706713,0.244842443,0.229031756,0.137401674,0.011094293,-0.509256527,-0.0069115,-0.181891504,0.152688906,0.049718455,0.074688966,-0.720216767,0.16622074,-0.191138784,-0.089060129,0.131964628,-0.130439836,-1.246487594,0.268729429,-0.491227877,-0.064504582,0.196217371,-0.086296393,-0.152324369,0.220268863,0.32939586,0.28591522,-0.147613334,-0.043053108,0.169441835,0.157902729,0.000918845,-0.16864896,-0.07063658,-0.544170021,-1.078338612,-0.790123827,-0.906363579,-0.019963771,-0.572315724,-0.269659539,0.193498425,0.032112134,-0.09595192,-0.611789932,-0.373029626,-0.025194799,0.070346513,0.070747746,0.037703164,0.166848777,-0.804259292,-0.100882777,-0.582160568,-1.104943142,0.28218482,0.217517839,-0.092655153,0.16667597,-0.144481211,-0.205031796,-0.108743281,0.024656346,-0.987754739,-1.383885724,0.043538425,-0.8872014,-0.249312232,-0.005281858,-0.646664554,-0.130090223
Breast Cancer,-0.019933601,0.105788422,-0.284678965,-0.050655419,-0.809557092,0.111366651,-0.206208518,-0.222741025,-0.220628973,-0.093645329,0.107199791,0.098229569,0.024450343,0.119926064,-0.434979553,-0.045501056,-0.130364306,-0.051373995,0.073505423,0.042470778,-0.833823038,0.035214424,-0.104547121,-0.190267683,0.1327366,-0.111877307,-1.338214684,0.161660964,-0.049116474,0.029708864,0.06194951,-0.157009386,0.02293973,-0.020363178,0.272056669,0.002889415,0.248436837,-0.270598144,0.087860812,-0.039101057,-0.092127019,0.118746765,0.134890276,-0.645529169,-0.571054905,-0.671556803,-0.127951895,-0.157043842,-0.277528971,-0.240985184,0.161938544,0.089793194,-0.079633657,-0.268854228,-0.387796791,-0.297879132,-0.150048146,0.15803276,-0.034330768,-0.021652483,-1.180440714,-0.008253374,-0.075815036,-1.295211444,0.136989167,0.101983845,-0.113063842,0.174453781,0.080674332,-0.1767797,-0.102296924,-0.159008122,-1.060970711,-1.420828978,-0.017467339,-0.541211463,-0.108785158,0.184159452,-0.407838325,-0.251158329
Esophageal Cancer,0.091046025,0.017754151,-0.338721816,0.011249917,-0.715969962,-0.010048497,-0.214829799,-0.396001256,-0.108591606,-0.079807088,0.093378777,0.028022284,-0.009277644,0.031545584,-0.706685128,-0.044359719,-0.208924867,-4.48E-05,0.040682633,0.013294606,-0.863802447,0.031034369,0.000785552,-0.042219504,0.105572808,-0.088248707,-1.206077148,0.002228271,-0.28835998,-0.070135933,0.103195755,-0.164072789,-0.080638845,-0.033075505,0.102477055,0.075280557,0.051198781,-0.255568092,0.021261975,-0.073887857,-0.05887264,-0.018461522,-0.121346654,-0.704356319,-0.266415639,-0.436478119,-0.432324563,-0.041246608,-0.078652777,-0.277170241,0.143911564,0.03614098,-0.22903917,-0.369963653,-0.224386994,-0.13757735,-0.090258733,0.172857405,0.064763884,0.129737638,-0.861408902,0.01416823,-0.574362891,-1.317245074,0.007086077,0.035775057,-0.0309377,0.026990428,0.046772652,-0.308584723,0.030082759,-0.001141629,-0.80153848,-1.503771069,-0.065077124,-1.073203912,-0.031967852,0.083301722,-0.569872597,-0.106970157
Lung Cancer,-0.076926454,0.071568866,-0.494376215,-0.103983895,-0.490146802,0.017096257,-0.386715562,-0.49845241,-0.442625187,-0.165461003,0.264376238,0.04404166,0.069836447,-0.102660813,-0.252730633,-0.009593726,-0.302583093,0.028678378,0.104068892,-0.04308514,-0.13696062,-0.016827243,-0.343074105,-0.157707936,0.174646796,-0.185893945,-1.194458136,0.060816716,-0.107985492,0.113676785,0.192528922,-0.212832703,0.079329097,0.161486429,0.204612504,-0.062782857,-0.153999376,-0.118447703,0.158850242,-0.026649686,-0.087966653,-0.181562373,0.046534996,-0.633870257,-0.36898272,-0.83271675,-0.096793688,-0.230441736,-0.098350392,-0.327121491,0.030317797,-0.001462264,0.036275957,-0.065506123,-0.321322551,-0.150606002,-0.189218195,0.135552739,0.146236967,0.051801698,-1.265173345,-0.020937077,-0.262649714,-1.325558791,0.227611921,0.072236361,0.012134251,-0.063187919,0.144534255,-0.188606577,-0.043122637,-0.188240563,-0.738922325,-1.728393991,0.025504353,-0.729267672,-0.177441228,0.016182166,-0.872718418,0.037095679
Lung Cancer,0.088634431,0.147567222,-0.201962,-0.022475831,-0.796079265,0.096227019,-0.243152024,-0.081693894,-0.194263579,0.002212973,0.064497994,-0.001553976,0.127596674,0.026687288,0.000956307,-0.157239609,-0.049237198,-0.005450253,0.002521516,0.060329717,-1.156375524,0.082862817,-0.346193052,0.022988351,-0.078254057,-0.169729326,-1.291130661,0.094659067,-0.084889478,-0.160669045,0.033814303,-0.088930103,0.233471231,0.05705259,0.147604962,0.046353003,-0.179209489,-0.092790837,0.093740369,-0.187158656,-0.033525526,0.007092108,-0.075957138,-0.685057997,-0.467351869,-0.553870603,-0.811146097,-0.175286236,-0.344425239,-0.701609372,0.191173156,0.003604442,-0.152824141,-0.336897582,-0.361526058,-0.208288441,-0.225972689,0.049201005,-0.047679546,0.147604631,-1.113275879,-0.083997137,-0.421471002,-1.161801815,0.148856329,-0.007989773,-0.047952043,0.125074235,0.025454374,-0.037395373,0.028976436,-0.021208818,-0.791040988,-1.631214986,-0.109104312,-1.175418507,-0.036592831,-0.075906227,-0.682577555,0.014348601
