"Cancer","hsp","genome","Rs","p","fdr"
"READ","DNAJA1","MKI67",0.281567489114659,0.00372729013379978,0.0272438499752665
"READ","DNAJC11","MKI67",0.439747045407423,3.42039305575439e-06,0.000122314665217605
"READ","DNAJC14","MKI67",0.274320962056811,0.00475175842925828,0.0325635086719049
"READ","DNAJC18","MKI67",-0.345324486833921,0.000334547761910887,0.00449888614095493
"READ","DNAJC27","MKI67",-0.33911465892598,0.000432734887002766,0.00547590669718235
"READ","DNAJC28","MKI67",-0.296309351026332,0.00223143787723849,0.0186875089889071
"READ","DNAJC2","MKI67",0.285963093510263,0.00320719837170647,0.0243926141922257
"READ","DNAJC4","MKI67",-0.520993157785611,1.99940477851461e-08,1.68082498279966e-06
"READ","DNAJC7","MKI67",0.434791623470869,4.49903521062541e-06,0.00015288772579545
"READ","DNAJC9","MKI67",0.553721749948165,1.28600882062573e-09,1.52769382500591e-07
"READ","SACS","MKI67",0.269966825627203,0.00548218744650663,0.0361052112694995
"SARC","HSP90AA1","MKI67",0.274100130257032,6.47800783400891e-06,5.69703687349309e-05
"SARC","HSPA13","MKI67",0.244050090921988,6.25356753746915e-05,0.000408248404533542
"SARC","HSPA14","MKI67",0.424034356904268,5.93985780327924e-13,1e-10
"SARC","HSPB11","MKI67",0.266380144185507,1.19008764367763e-05,9.67622933741725e-05
"SARC","HSPB2","MKI67",-0.457365970672823,0,1e-10
"SARC","CRYAB","MKI67",-0.302077664143205,6.12990026579361e-07,7.2365630795135e-06
"SARC","HSPH1","MKI67",0.262267375127355,1.63348015689376e-05,0.000127439487163484
"SARC","DNAJB1","MKI67",0.201915810108462,0.000968411164243896,0.00429424780838192
"SARC","DNAJB2","MKI67",-0.407884419453436,6.63299362525272e-12,2.8690595406244e-10
"SARC","DNAJB6","MKI67",-0.412726498923123,3.38395123849123e-12,1.56493919445386e-10
"SARC","DNAJB9","MKI67",-0.285232592630805,2.6100704995845e-06,2.57650403804653e-05
"SARC","DNAJA1","MKI67",0.269529527076697,9.30611734577608e-06,7.80981989314664e-05
"SARC","DNAJA2","MKI67",-0.233370948812855,0.000131328994591191,0.000774977343370655
"SARC","DNAJC11","MKI67",0.308086898206064,3.57715925384355e-07,4.51081944444637e-06
"SARC","DNAJC16","MKI67",0.256073072905248,2.60688210445715e-05,0.000191277857802156
"SARC","DNAJC19","MKI67",-0.324750125743174,7.55505269547741e-08,1.14975663180923e-06
"SARC","DNAJC30","MKI67",-0.364969886121823,1.19654885022026e-09,2.93207070269732e-08
"SARC","DNAJC4","MKI67",-0.308946465649544,3.30876815099753e-07,4.21083305350956e-06
"SARC","DNAJC9","MKI67",0.622795625427204,0,1e-10
"SARC","HSCB","MKI67",-0.23643263390036,0.000106520833785918,0.000646516949193201
"SARC","SACS","MKI67",0.380616206038252,2.01911292484421e-10,6.03617576291365e-09
"SKCM","HSPA14","MKI67",0.350278390868385,5.07908600729688e-15,1e-10
"SKCM","HSPB2","MKI67",-0.267020013437131,4.04688535516838e-09,4.2074681119202e-08
"SKCM","CRYAB","MKI67",-0.339278873985349,4.21246442147715e-14,1e-10
"SKCM","DNAJB2","MKI67",-0.327226584672938,3.66478180692698e-13,1e-10
"SKCM","DNAJC11","MKI67",0.226209109360497,6.94234426212012e-07,4.84582827994613e-06
"SKCM","DNAJC4","MKI67",-0.22885405501336,5.1080910236466e-07,3.65648485819398e-06
"SKCM","DNAJC8","MKI67",0.212915533407608,3.07294299162358e-06,1.88933922271548e-05
"SKCM","DNAJC9","MKI67",0.542647847171653,0,1e-10
"SKCM","SACS","MKI67",0.258913564318643,1.20717607293586e-08,1.15776888051578e-07
"STAD","HSP90AA1","MKI67",0.408160896267801,0,1e-10
"STAD","HSP90AB1","MKI67",0.471251512353148,0,1e-10
"STAD","HSP90B1","MKI67",0.391638411383102,0,1e-10
"STAD","TRAP1","MKI67",0.388983451770132,0,1e-10
"STAD","HSPA12A","MKI67",-0.223977468201489,1.69764083957812e-06,8.17534900374785e-06
"STAD","HSPA12B","MKI67",-0.316106976659967,8.72005113410968e-12,1e-10
"STAD","HSPA14","MKI67",0.546440295178413,0,1e-10
"STAD","HSPA1B","MKI67",0.207752993018896,9.26971906790173e-06,3.90908048759192e-05
"STAD","HSPA1L","MKI67",-0.32986322566202,9.38453320678644e-13,1e-10
"STAD","HSPA2","MKI67",-0.440554801093668,0,1e-10
"STAD","HSPA4","MKI67",0.403029940888597,0,1e-10
"STAD","HSPA5","MKI67",0.373393580544431,1.69989507514009e-16,1e-10
"STAD","HSPA8","MKI67",0.252976064079329,5.91974579772024e-08,3.63587306042189e-07
"STAD","HSPA9","MKI67",0.482406003651047,0,1e-10
"STAD","HSPB1","MKI67",-0.431740403656314,0,1e-10
"STAD","HSPB2","MKI67",-0.562928277835117,0,1e-10
"STAD","HSPB3","MKI67",-0.361145715889523,2.61098294837802e-15,1e-10
"STAD","HSPB6","MKI67",-0.543880677600054,0,1e-10
"STAD","HSPB7","MKI67",-0.514577487625453,0,1e-10
"STAD","HSPB8","MKI67",-0.594864303856645,0,1e-10
"STAD","CRYAB","MKI67",-0.57852539189494,0,1e-10
"STAD","HSPD1","MKI67",0.559475421277801,0,1e-10
"STAD","HSPE1","MKI67",0.359589265461393,4.27507004342215e-15,1e-10
"STAD","HSPH1","MKI67",0.427713387885043,0,1e-10
"STAD","HYOU1","MKI67",0.363562684260169,1.86470452199016e-15,1e-10
"STAD","DNAJB2","MKI67",-0.29843116920742,1.28664978932108e-10,1.17344390263587e-09
"STAD","DNAJB4","MKI67",-0.432162595041622,0,1e-10
"STAD","DNAJB5","MKI67",-0.509664344021452,0,1e-10
"STAD","DNAJB6","MKI67",-0.231949063122945,7.03480929705883e-07,3.61736153779138e-06
"STAD","DNAJB9","MKI67",-0.296049461972652,1.82384352078973e-10,1.62846429096521e-09
"STAD","DNAJB11","MKI67",0.255860950753666,4.14252808123878e-08,2.60585699429858e-07
"STAD","DNAJA1","MKI67",0.38754489322581,0,1e-10
"STAD","DNAJA3","MKI67",0.289987473189168,4.36999381962587e-10,3.69526163942105e-09
"STAD","DNAJA4","MKI67",0.202237640679707,1.60390898140769e-05,6.47145409570231e-05
"STAD","DNAJC11","MKI67",0.4436461743844,0,1e-10
"STAD","DNAJC12","MKI67",-0.211645818827089,6.24030480527027e-06,2.71741585901982e-05
"STAD","DNAJC14","MKI67",0.316118433506668,8.70432396564964e-12,1e-10
"STAD","DNAJC16","MKI67",0.333364411676107,5.20968987156655e-13,1e-10
"STAD","DNAJC17","MKI67",-0.223103192279139,1.86630990778078e-06,8.92261306338158e-06
"STAD","DNAJC18","MKI67",-0.430224412630844,0,1e-10
"STAD","DNAJC28","MKI67",-0.300695542529428,9.20687294195911e-11,8.5691789159317e-10
"STAD","DNAJC2","MKI67",0.411313636116722,0,1e-10
"STAD","DNAJC30","MKI67",-0.259668837870804,2.56917735612071e-08,1.67009174700863e-07
"STAD","DNAJC3","MKI67",0.264922131302706,1.31295421254153e-08,8.9261788937005e-08
"STAD","DNAJC4","MKI67",-0.520027259393874,0,1e-10
"STAD","DNAJC7","MKI67",0.367822524226457,7.17851216448651e-16,1e-10
"STAD","DNAJC9","MKI67",0.602582267895973,0,1e-10
"TGCT","HSP90B1","MKI67",-0.246997834711005,0.00193267033373264,0.00498417323453554
"TGCT","TRAP1","MKI67",-0.383136033885982,9.73287132180921e-07,5.36739804735171e-06
"TGCT","HSPA13","MKI67",0.250689889522846,0.00164450073820419,0.00431762724510261
"TGCT","HSPA1L","MKI67",0.226574576030093,0.00453216000028753,0.0106083311606098
"TGCT","HSPA2","MKI67",-0.2156691059095,0.0069480963897282,0.0154750372480842
"TGCT","HSPA5","MKI67",-0.226081459120292,0.00462248438668547,0.0107950493678644
"TGCT","HSPA6","MKI67",-0.245347789666672,0.00207575618133897,0.00531089728645735
"TGCT","HSPB1","MKI67",-0.401555214869371,2.61892136933192e-07,1.63368877550619e-06
"TGCT","HSPB2","MKI67",-0.397268890961104,3.57881389833573e-07,2.16840311288969e-06
"TGCT","HSPB3","MKI67",-0.228884013064804,0.00405280419271888,0.0096100973369976
"TGCT","HSPB6","MKI67",-0.238308229678684,0.00280090071409382,0.00692714726312443
"TGCT","HSPB8","MKI67",-0.292867190339966,0.000220101489542385,0.00071529729844578
"TGCT","CRYAB","MKI67",-0.373779456623097,1.84285950590814e-06,9.56789419792646e-06
"TGCT","DNAJB7","MKI67",0.290509079989253,0.000248343395006302,0.000796982231107651
"TGCT","DNAJB11","MKI67",-0.242875883106004,0.00230820992202076,0.0058355636608262
"TGCT","DNAJC10","MKI67",0.388620379004599,6.63599014715727e-07,3.79517850122626e-06
"TGCT","DNAJC12","MKI67",-0.206154478355013,0.00993192517158514,0.0211938697067722
"TGCT","DNAJC13","MKI67",0.444194022537972,9.17077244405897e-09,7.83565843400435e-08
"TGCT","DNAJC16","MKI67",0.331210191082803,2.67562195342282e-05,0.000107438647836905
"TGCT","DNAJC17","MKI67",-0.354342431761787,6.54402406503509e-06,3.00929698627058e-05
"TGCT","DNAJC19","MKI67",-0.270771759573896,0.000656126307065529,0.00190218736160165
"TGCT","DNAJC22","MKI67",0.218953390969006,0.0061214599926303,0.0138352962315228
"TGCT","DNAJC27","MKI67",0.231189644544894,0.00376066910858815,0.00899559556068581
"TGCT","DNAJC28","MKI67",0.224949819032416,0.00483591166955001,0.0112348137478703
"TGCT","DNAJC6","MKI67",0.296151475399472,0.000185725798352303,0.000614105396191508
"TGCT","DNAJC7","MKI67",-0.233923914589622,0.00336155156760138,0.00814511014336827
"TGCT","DNAJC8","MKI67",-0.280719444927376,0.000405581404037316,0.00123710836043007
"TGCT","DNAJC9","MKI67",0.376804539204375,1.50226013614254e-06,7.94964012139203e-06
"TGCT","HSCB","MKI67",-0.216886093154842,0.00663084543627565,0.0148482813463079
"TGCT","SACS","MKI67",0.496179924451961,4.87462688888902e-11,6.59431749600385e-10
"THCA","HSP90B1","MKI67",-0.327735276007007,8.66883546256264e-16,1e-10
"THCA","HSPA12A","MKI67",-0.316998646311534,8.09411378280316e-15,1e-10
"THCA","HSPA1L","MKI67",-0.389151794840672,4.0197099742365e-22,1e-10
"THCA","HSPA5","MKI67",-0.274708717811747,2.31345650411674e-11,1.11352805331964e-10
"THCA","HSPA6","MKI67",0.389249706301685,3.91715250591912e-22,1e-10
"THCA","HSPA7","MKI67",0.343721069291258,2.63284222216428e-17,1e-10
"THCA","HSPB11","MKI67",-0.366682974022477,1.20813051480449e-19,1e-10
"THCA","HSPB7","MKI67",-0.209667070415188,4.19510101182378e-07,1.34758828972982e-06
"THCA","CRYAB","MKI67",-0.23439336916912,1.40460895759328e-08,5.23598619777225e-08
"THCA","HSPH1","MKI67",0.267511007144571,7.88284184014854e-11,3.62357747208638e-10
"THCA","HYOU1","MKI67",-0.225720318091702,4.83649822676814e-08,1.7108013564629e-07
"THCA","DNAJB2","MKI67",-0.335655652765435,1.57448901873318e-16,1e-10
"THCA","DNAJB4","MKI67",-0.275499227432394,2.01754376573393e-11,1e-10
"THCA","DNAJB11","MKI67",-0.210330906273645,3.84911334405304e-07,1.24134021707515e-06
"THCA","DNAJA1","MKI67",0.219253769434956,1.17784648719152e-07,4.00718580403968e-07
"THCA","DNAJA2","MKI67",-0.256247598400016,4.99437706541239e-10,2.13448719671734e-09
"THCA","DNAJA3","MKI67",-0.222995821081777,7.06033278823315e-08,2.45639250094729e-07
"THCA","DNAJC19","MKI67",-0.411512900412277,8.72958093232584e-25,1e-10
"THCA","DNAJC1","MKI67",-0.310835065338668,2.80381669421302e-14,1e-10
"THCA","DNAJC21","MKI67",0.214281284270715,2.29296825031697e-07,7.57023510813336e-07
"THCA","DNAJC25","MKI67",-0.419330421861981,9.14857981663053e-26,1e-10
"THCA","DNAJC27","MKI67",-0.260731331940537,2.4201883884625e-10,1.06393614056942e-09
"THCA","DNAJC28","MKI67",-0.344507065070359,2.20552617071814e-17,1e-10
"THCA","DNAJC30","MKI67",-0.43006483941246,3.74654007515963e-27,1e-10
"THCA","DNAJC5B","MKI67",0.512232543778461,1.3937513371107e-39,1e-10
"THCA","DNAJC5","MKI67",-0.325398962353316,1.42033138243582e-15,1e-10
"THCA","DNAJC9","MKI67",0.303907172240543,1.09483178190536e-13,1e-10
"THCA","SEC63","MKI67",-0.215379566169833,1.98192946324415e-07,6.58595908239351e-07
"THCA","SACS","MKI67",0.205764045145006,6.91965644102604e-07,2.17313490523135e-06
"THYM","HSP90AA1","MKI67",0.293657743514165,0.00107520281232709,0.00317208511921908
"THYM","HSP90AB1","MKI67",-0.536145872229621,2.05681457535946e-10,2.3265285918375e-09
"THYM","HSP90B1","MKI67",-0.359793272773535,5.27055205080934e-05,0.000211585683565043
"THYM","HSPA12A","MKI67",-0.316240445970372,0.000412986787187954,0.00134832718976035
"THYM","HSPA12B","MKI67",-0.241916456557873,0.00738935093445584,0.0175545345774695
"THYM","HSPA14","MKI67",0.608573099685746,0,1e-10
"THYM","HSPA1A","MKI67",-0.648200224042614,0,1e-10
"THYM","HSPA1B","MKI67",-0.584153115613259,0,1e-10
"THYM","HSPA1L","MKI67",-0.410576265361624,3.25473660004349e-06,1.69712676112626e-05
"THYM","HSPA4L","MKI67",-0.548491347262748,0,1e-10
"THYM","HSPA5","MKI67",-0.476962933834731,4.18321605668547e-08,3.1924537448807e-07
"THYM","HSPA6","MKI67",-0.524950350438337,7.79593558863635e-10,8.12420478449213e-09
"THYM","HSPA7","MKI67",-0.497589393994468,8.74740961955044e-09,7.5938814655341e-08
"THYM","HSPA8","MKI67",0.404297785018224,4.70319440128534e-06,2.37192248205562e-05
"THYM","HSPA9","MKI67",-0.404456399258478,4.66005638797151e-06,2.35213992217375e-05
"THYM","HSPB11","MKI67",0.583095687344897,0,1e-10
"THYM","HSPB2","MKI67",-0.246919414052561,0.00622841314113831,0.0150987563492622
"THYM","CRYAB","MKI67",-0.311098701015462,0.000516828663466248,0.00164848250243267
"THYM","CRYAA","MKI67",0.605219387261903,1.53810799212982e-13,1e-10
"THYM","HSPH1","MKI67",0.48046566497368,3.23649904101604e-08,2.52242730839577e-07
"THYM","HYOU1","MKI67",-0.297755278054068,0.000908722103197504,0.00272939207751748
"THYM","DNAJB2","MKI67",-0.322062910373041,0.000318862993447475,0.00106937791482297
"THYM","DNAJB3","MKI67",-0.313278847656191,0.000442191829883269,0.00143372142057066
"THYM","DNAJB4","MKI67",-0.478066624589834,3.85968586142063e-08,2.96490257155891e-07
"THYM","DNAJB5","MKI67",-0.319478820042231,0.000357870206780663,0.00118613663686796
"THYM","DNAJB6","MKI67",0.361630554389814,4.80103204803546e-05,0.000194525173020965
"THYM","DNAJB9","MKI67",-0.499466329170811,7.52953220435908e-09,6.61893986219815e-08
"THYM","DNAJB11","MKI67",0.34259023663262,0.000123043890272153,0.000454577070629296
"THYM","DNAJB14","MKI67",-0.220450662710123,0.0148402920634512,0.03237103833917
"THYM","DNAJA3","MKI67",-0.278595999616682,0.00195580201619933,0.00540899713635844
"THYM","DNAJA4","MKI67",-0.554948268626434,0,1e-10
"THYM","DNAJC10","MKI67",-0.424448402457199,1.40722939323442e-06,7.91208520462022e-06
"THYM","DNAJC12","MKI67",0.783925741978233,1.32969661010759e-26,1e-10
"THYM","DNAJC13","MKI67",-0.479705638405795,3.42276555863698e-08,2.6558954723978e-07
"THYM","DNAJC15","MKI67",0.471173514065448,6.34840540584623e-08,4.6790062151589e-07
"THYM","DNAJC16","MKI67",-0.491284477944359,1.43253604010523e-08,1.19486657840414e-07
"THYM","DNAJC17","MKI67",0.344943014529725,0.000109871446239374,0.000410446314857256
"THYM","DNAJC18","MKI67",-0.208752862491367,0.0211839798408693,0.0441479985847333
"THYM","DNAJC1","MKI67",-0.290088923108443,0.00124248304720755,0.00360879361442392
"THYM","DNAJC21","MKI67",-0.254004183450587,0.0048624741173414,0.0121284848033507
"THYM","DNAJC22","MKI67",-0.451421169181451,1.80242796368061e-07,1.2145344039731e-06
"THYM","DNAJC25","MKI67",-0.589208944521365,0,1e-10
"THYM","DNAJC3","MKI67",-0.487094418430975,1.97273741641832e-08,1.60245902470478e-07
"THYM","DNAJC4","MKI67",0.265351710555447,0.00322623973676599,0.00843423178495013
"THYM","DNAJC5","MKI67",-0.642047313306083,0,1e-10
"THYM","DNAJC6","MKI67",-0.363309221765839,4.40662848897698e-05,0.000180045324006839
"THYM","DNAJC7","MKI67",0.389136907220583,1.11207270611507e-05,5.1827159317777e-05
"THYM","DNAJC8","MKI67",0.603239695857194,0,1e-10
"THYM","DNAJC9","MKI67",0.819781178437716,0,1e-10
"THYM","HSCB","MKI67",-0.298098942241285,0.000895894531887543,0.00269496659695179
"THYM","SACS","MKI67",0.271531056998688,0.00256185846231263,0.0068771328273747
"UCEC","HSP90AA1","MKI67",0.420403428402542,7.48058029011677e-10,2.32566782595716e-08
"UCEC","HSP90AB1","MKI67",0.248358208955224,0.000393061388687965,0.00210007564114817
"UCEC","HSP90B1","MKI67",0.249986700162554,0.000358995783518751,0.00194502130642343
"UCEC","TRAP1","MKI67",0.227932614156938,0.00116695465690793,0.00525198564184241
"UCEC","HSPA12A","MKI67",-0.367669572927442,9.86541283830527e-08,1.66599282193058e-06
"UCEC","HSPA12B","MKI67",-0.351538347864637,3.7252914633357e-07,5.30485253972197e-06
"UCEC","HSPA14","MKI67",0.497439042411704,0,1e-10
"UCEC","HSPA1L","MKI67",-0.427347421309295,3.64257217808354e-10,1.23549731966679e-08
"UCEC","HSPA2","MKI67",-0.225018471996453,0.00135305684569773,0.00594306921414575
"UCEC","HSPA4L","MKI67",0.270577165131231,0.000102378394086479,0.000670054144872584
"UCEC","HSPA4","MKI67",0.49063395891828,0,1e-10
"UCEC","HSPA5","MKI67",0.274499778336043,8.5410174626478e-05,0.000574155728871352
"UCEC","HSPA8","MKI67",0.407889759125166,2.59327597036248e-09,6.9225969389029e-08
"UCEC","HSPA9","MKI67",0.458109945322891,9.20002922939852e-12,4.67847887383561e-10
"UCEC","HSPB2","MKI67",-0.380755135215014,3.18513919246758e-08,6.21041634282212e-07
"UCEC","HSPB3","MKI67",-0.288090723874118,3.36587186405482e-05,0.000259046252338666
"UCEC","HSPB6","MKI67",-0.345520910299985,6.00761340607296e-07,8.03496898427622e-06
"UCEC","HSPB7","MKI67",-0.407746416432688,2.62954572628664e-09,7.00572302502664e-08
"UCEC","HSPB8","MKI67",-0.413163883552534,1.54739328059524e-09,4.40241673844828e-08
"UCEC","CRYAB","MKI67",-0.208903502290528,0.00296963028125999,0.0114568713417352
"UCEC","HSPD1","MKI67",0.506460765479533,0,1e-10
"UCEC","HSPE1","MKI67",0.353639722181173,3.14563258320426e-07,4.57856478549463e-06
"UCEC","HSPH1","MKI67",0.273791931431949,8.9195124739149e-05,0.00059557749854311
"UCEC","HYOU1","MKI67",0.39320526082459,1.03727400446127e-08,2.3332261825791e-07
"UCEC","DNAJB4","MKI67",-0.312430914733264,7.04876256072856e-06,6.76334129378223e-05
"UCEC","DNAJB6","MKI67",-0.206008571006354,0.00340054916211823,0.0128180631555393
"UCEC","DNAJB9","MKI67",-0.420769912812177,7.20598981459276e-10,2.25007818313738e-08
"UCEC","DNAJB11","MKI67",0.342096941037387,7.85167404541985e-07,1.01280257753662e-05
"UCEC","DNAJA1","MKI67",0.379151765922861,3.66797851275088e-08,7.02463052105738e-07
"UCEC","DNAJA2","MKI67",-0.281830944288459,5.41422628238166e-05,0.000389305050561953
"UCEC","DNAJA3","MKI67",0.298333087040047,1.853728784379e-05,0.000155316013788822
"UCEC","DNAJC11","MKI67",0.450409339441407,2.61582393305e-11,1.19483508298188e-09
"UCEC","DNAJC12","MKI67",-0.281931431949165,5.38003916409873e-05,0.000387187181791242
"UCEC","DNAJC18","MKI67",-0.219668981823555,0.00176707883184036,0.00743115233627669
"UCEC","DNAJC27","MKI67",-0.28905718930102,3.41281093590014e-05,0.000262107026816133
"UCEC","DNAJC2","MKI67",0.327861681690557,2.31370267993113e-06,2.5847673933961e-05
"UCEC","DNAJC4","MKI67",-0.206534653465347,0.00331826280715737,0.0125589429173362
"UCEC","DNAJC7","MKI67",0.235587409487217,0.000784357349475149,0.00375982955638517
"UCEC","DNAJC9","MKI67",0.655016994236737,0,1e-10
"UCS","DNAJC9","MKI67",0.442960850401867,0.000632305654952932,0.0333459858513011
"UVM","HSP90B1","MKI67",0.531809657759025,5.95709910487557e-07,5.50576934116393e-06
"UVM","TRAP1","MKI67",0.448945147679325,3.59132142924472e-05,0.000215612972985155
"UVM","HSPA12A","MKI67",-0.279324894514768,0.0123319395417763,0.0347388112663817
"UVM","HSPA1L","MKI67",-0.307665260196906,0.0056775217600115,0.0179950471782947
"UVM","HSPA4","MKI67",0.378996718237225,0.000575527190997685,0.00249051225821926
"UVM","HSPA5","MKI67",0.602601969057665,5.85030264977466e-09,8.38263635929933e-08
"UVM","HSPA7","MKI67",-0.295968120018753,0.00788832281006136,0.0237992646384319
"UVM","HSPA9","MKI67",0.345827473042663,0.00177641180977539,0.00663336708867671
"UVM","HSPB3","MKI67",0.397113019855049,0.000265142451971484,0.00126263376102154
"UVM","HSPH1","MKI67",0.309821847163619,0.00533622096640111,0.0170650371405691
"UVM","HYOU1","MKI67",0.276043131739334,0.0134291188496035,0.0373107248854781
"UVM","DNAJB2","MKI67",-0.340717299578059,0.00209242333700549,0.00764078339810329
"UVM","DNAJA1","MKI67",0.347632442569151,0.00167555920019136,0.00630522257501947
"UVM","DNAJA3","MKI67",0.31207219878106,0.0049996483457667,0.0161428610363409
"UVM","DNAJC13","MKI67",0.272972339428036,0.0145317324023433,0.0398662692189338
"UVM","DNAJC14","MKI67",0.456844819503047,2.52993997175885e-05,0.000158013063067713
"UVM","DNAJC17","MKI67",0.276629160806376,0.0132271796758305,0.0368375142565284
"UVM","DNAJC19","MKI67",-0.389967182372246,0.000386476241691657,0.00175822586462059
"UVM","DNAJC9","MKI67",0.291701828410689,0.00886630639182637,0.0262777413009497
"UVM","SACS","MKI67",0.274214721050164,0.0140765116098342,0.0388131942226134
